sender	recipient	total
026865	007230	4.5
024066	012631	4.5
026865	021060	4.5
009651	037207	4.5
002666	001457	4.5
010786	010786	4.5
023969	004349	4.5
038816	028602	4.5
004139	027162	4.5
021873	034690	4.5
028427	018841	4.5
017611	023224	4.5
013774	034280	4.5
035362	011888	4.5
003735	027069	4.5
007230	021060	4.5
005025	009697	4.5
024676	026536	4.5
004415	004607	4.5
001888	036496	4.5
033501	016981	4.5
007230	026865	4.5
039701	029359	4.5
034206	033558	4.5
013753	013753	4.5
032859	027466	4.5
028536	032479	4.5
031913	035672	4.5
018310	007932	4.5
014842	026697	4.5
039312	034769	4.48373015873
039312	020271	4.48373015873
039312	039144	4.48373015873
039312	039312	4.48373015873
039312	006351	4.48373015873
018352	018352	4.48333333333
017065	017065	4.47222222222
028536	022171	4.45
000118	039066	4.45
018618	000305	4.45
024487	029277	4.44444444444
011637	029900	4.44358974359
039432	019099	4.42896825397
012313	030496	4.42540792541
032050	032050	4.41666666667
013354	018527	4.41666666667
033380	035477	4.41666666667
017757	031735	4.41666666667
029098	038383	4.40238095238
029098	029098	4.40238095238
029098	018935	4.40238095238
029098	009472	4.40238095238
012579	038786	4.4
023109	006835	4.39285714286
001944	015067	4.38257575758
002234	032713	4.375
018873	022446	4.36666666667
002973	002973	4.33333333333
036449	014853	4.33333333333
005817	000957	4.33333333333
011777	019752	4.33333333333
011886	023518	4.33333333333
015281	004671	4.33333333333
004469	037190	4.33333333333
008009	021975	4.33333333333
021946	013261	4.33333333333
002191	028679	4.33333333333
031050	002285	4.33333333333
017782	024204	4.33333333333
029098	018557	4.33333333333
030980	030980	4.33333333333
008198	032386	4.33333333333
014025	023901	4.33333333333
000938	012265	4.33333333333
034672	017247	4.33333333333
037704	005676	4.33333333333
006064	001936	4.33333333333
026185	027606	4.33333333333
013392	018954	4.33333333333
025024	037996	4.33333333333
002136	031735	4.33333333333
014540	000179	4.33333333333
019639	003095	4.33333333333
004471	034950	4.33333333333
000825	027892	4.33333333333
005073	030255	4.33333333333
034993	009758	4.33333333333
021060	007230	4.33333333333
013406	017448	4.33333333333
002375	037319	4.33333333333
021863	008550	4.33333333333
029624	015903	4.29090909091
024480	024480	4.28571428571
013845	013718	4.28571428571
027752	038586	4.28333333333
027089	023463	4.28333333333
009478	025024	4.25757575758
014003	003533	4.25
036419	031727	4.25
013354	033789	4.25
015903	033348	4.25
002400	012146	4.25
007307	015153	4.25
002721	037274	4.25
002721	008120	4.25
030977	032608	4.25
002721	005321	4.25
035333	026024	4.25
008605	020394	4.25
002721	002721	4.25
010290	006255	4.25
007635	005025	4.25
034138	023623	4.25
034138	034138	4.25
031997	037527	4.25
025001	012189	4.25
011405	002337	4.25
008919	008919	4.25
013494	020708	4.25
008308	008666	4.25
006928	024384	4.2
019470	036783	4.2
006826	034781	4.2
028722	016902	4.2
023697	021910	4.2
038337	015569	4.2
033920	025679	4.2
038571	005248	4.2
012313	015858	4.19090909091
009320	011618	4.18333333333
032859	022444	4.17424242424
001115	018190	4.16898656899
017508	012991	4.16666666667
033652	017609	4.16666666667
000188	030608	4.16666666667
000245	035112	4.16666666667
009883	024327	4.16666666667
032746	027485	4.16666666667
026474	034950	4.16666666667
032810	028939	4.16666666667
007198	008442	4.16666666667
001921	031087	4.16666666667
004886	032585	4.16666666667
025921	025921	4.16666666667
017790	020216	4.16666666667
017790	006997	4.16666666667
005988	016981	4.16666666667
032816	018014	4.16666666667
018954	036861	4.16666666667
032816	034479	4.16666666667
038690	011829	4.16666666667
034604	021089	4.16666666667
021739	018797	4.16666666667
026635	035588	4.16666666667
027076	027466	4.16666666667
021564	007260	4.16666666667
008442	020112	4.16666666667
015860	015860	4.16666666667
027692	020718	4.15384615385
029098	017073	4.14285714286
024163	020600	4.14285714286
007776	011864	4.14285714286
012946	038930	4.12619047619
038570	038570	4.125
034910	034910	4.11985236985
007333	007333	4.11666666667
008330	000600	4.08333333333
035781	015892	4.08333333333
029526	034715	4.08333333333
006087	037937	4.08333333333
006087	012998	4.08333333333
021564	028292	4.08333333333
021745	015730	4.08333333333
039474	033455	4.08333333333
001642	035570	4.08333333333
001642	001642	4.08333333333
037996	037107	4.08333333333
037996	033348	4.08333333333
031185	022986	4.07692307692
002452	029050	4.07142857143
009320	027023	4.06666666667
036785	030372	4.04285714286
038746	038746	4.04166666667
020394	008605	4.04166666667
026191	021210	4.03333333333
026191	008308	4.03333333333
001541	026194	4.03333333333
000428	001034	4.03333333333
012174	009722	4.0
000468	039593	4.0
029626	022966	4.0
021205	000951	4.0
027353	032524	4.0
010758	022199	4.0
001561	029692	4.0
010742	038115	4.0
038485	031275	4.0
023578	033017	4.0
033511	027256	4.0
015153	021673	4.0
036651	003484	4.0
023620	023129	4.0
033252	008627	4.0
036096	000819	4.0
023518	038445	4.0
024914	000685	4.0
013388	027411	4.0
018610	012439	4.0
011683	032756	4.0
002462	025771	4.0
011593	006737	4.0
001187	020148	4.0
011683	004797	4.0
027458	029939	4.0
001211	005424	4.0
033459	029104	4.0
014928	010304	4.0
010798	027458	4.0
027458	000364	4.0
024974	017470	4.0
010435	002513	4.0
025180	007082	4.0
000481	022476	4.0
010770	033281	4.0
018662	030152	4.0
023641	010690	4.0
029838	029616	4.0
030099	006008	4.0
034077	020032	4.0
023736	031927	4.0
036449	006210	4.0
018039	026662	4.0
010631	035134	4.0
013354	031786	4.0
033891	013250	4.0
002791	027342	4.0
030060	014828	4.0
000118	037038	4.0
034294	031270	4.0
030071	036484	4.0
030071	010998	4.0
025104	024876	4.0
008149	035477	4.0
036320	023516	4.0
021608	000942	4.0
038571	009883	4.0
027076	029053	4.0
002871	002871	4.0
021771	003083	4.0
004415	005373	4.0
029900	005922	4.0
018721	029428	4.0
018096	034065	4.0
030139	008075	4.0
029900	032131	4.0
000420	014516	4.0
010710	010965	4.0
025452	011283	4.0
030330	004177	4.0
036491	027159	4.0
004271	006243	4.0
023775	033571	4.0
000418	025636	4.0
032734	032501	4.0
035485	018694	4.0
034394	022344	4.0
033571	023775	4.0
002045	026896	4.0
032814	021555	4.0
003422	017581	4.0
012705	026964	4.0
025930	015750	4.0
002771	003964	4.0
006027	022622	4.0
011962	033444	4.0
006148	002489	4.0
000188	029053	4.0
003352	017958	4.0
009837	012926	4.0
012562	007642	4.0
009825	019124	4.0
009421	023177	4.0
034038	035122	4.0
009934	012297	4.0
032078	025939	4.0
032073	039593	4.0
026274	026274	4.0
010054	030099	4.0
010054	029650	4.0
008757	012891	4.0
020148	001187	4.0
019174	019174	4.0
003460	003460	4.0
005993	033823	4.0
012719	012250	4.0
006701	008012	4.0
003436	006602	4.0
009964	019743	4.0
025604	011837	4.0
006008	030099	4.0
024235	010337	4.0
003430	018310	4.0
032348	025855	4.0
039004	000454	4.0
031786	013354	4.0
002191	002912	4.0
006073	022862	4.0
032479	028536	4.0
017581	030099	4.0
032485	038660	4.0
026139	014516	4.0
032501	032734	4.0
032529	032529	4.0
012595	012463	4.0
018298	002404	4.0
000163	022021	4.0
012586	030027	4.0
003217	033144	4.0
019245	037112	4.0
032617	020346	4.0
002191	029939	4.0
024676	005182	4.0
034042	014235	4.0
024487	036060	4.0
003255	020092	4.0
002176	015769	4.0
024338	011997	4.0
032386	011679	4.0
012646	024269	4.0
017688	016436	4.0
008936	018694	4.0
018298	037748	4.0
017508	017508	4.0
017508	025778	4.0
003255	032329	4.0
017521	028002	4.0
017541	022500	4.0
006064	007663	4.0
039104	005248	4.0
017569	021263	4.0
012625	034073	4.0
010071	031654	4.0
020194	039460	4.0
005720	019503	4.0
013056	000118	4.0
035595	030121	4.0
005817	011633	4.0
010340	010340	4.0
000291	026495	4.0
030804	002476	4.0
000283	009137	4.0
008475	038338	4.0
030930	009837	4.0
013025	012733	4.0
008521	029273	4.0
035485	020792	4.0
032693	023058	4.0
032986	008551	4.0
012523	025579	4.0
030988	006311	4.0
020709	007385	4.0
012491	006748	4.0
015893	038823	4.0
034523	003315	4.0
009230	015649	4.0
012432	024022	4.0
006980	022992	4.0
001624	000508	4.0
005767	007082	4.0
008330	008214	4.0
021073	003460	4.0
035844	003685	4.0
020992	020992	4.0
023910	037178	4.0
033182	029646	4.0
010356	007082	4.0
030571	021210	4.0
013170	009417	4.0
003953	000224	4.0
035636	034417	4.0
009202	026357	4.0
035324	019475	4.0
020224	023901	4.0
020358	024294	4.0
031307	006463	4.0
032859	024804	4.0
016239	004373	4.0
012892	002004	4.0
031396	033281	4.0
031410	001155	4.0
001882	001371	4.0
001888	036743	4.0
035308	038205	4.0
024134	026310	4.0
031551	006711	4.0
024156	011233	4.0
031618	016665	4.0
039324	030694	4.0
024159	001268	4.0
020229	023341	4.0
003625	026075	4.0
031275	007014	4.0
026619	038244	4.0
009150	004876	4.0
018998	022651	4.0
001774	015555	4.0
002984	011335	4.0
035278	007082	4.0
020521	013954	4.0
032954	012066	4.0
020469	005244	4.0
003013	003422	4.0
005888	009587	4.0
001792	025778	4.0
016215	023775	4.0
031237	026626	4.0
019043	026077	4.0
020442	012916	4.0
008641	001157	4.0
007939	007939	4.0
037997	005039	4.0
037321	033620	4.0
023058	032693	4.0
037721	004564	4.0
037513	036298	4.0
028333	007073	4.0
000818	013230	4.0
037243	036663	4.0
027939	007268	4.0
007594	006631	4.0
007594	033389	4.0
038031	012922	4.0
038144	013053	4.0
007492	033048	4.0
018411	005494	4.0
022862	038274	4.0
007392	031909	4.0
011466	003949	4.0
037151	018411	4.0
014290	015033	4.0
028138	036704	4.0
037942	034538	4.0
037721	006027	4.0
007372	024220	4.0
028608	006957	4.0
038129	001947	4.0
007731	039552	4.0
022754	026577	4.0
010962	002367	4.0
021963	039611	4.0
011351	000366	4.0
021975	015903	4.0
000529	024410	4.0
025354	019134	4.0
037841	022636	4.0
014034	005942	4.0
022780	027014	4.0
004603	007082	4.0
014068	027687	4.0
007674	013871	4.0
029053	022444	4.0
022501	001229	4.0
029269	032697	4.0
005356	013497	4.0
018413	010818	4.0
023409	037070	4.0
007385	017608	4.0
007635	022090	4.0
029214	029214	4.0
028013	009128	4.0
037801	001654	4.0
028270	014573	4.0
001013	002154	4.0
007305	018081	4.0
022636	014234	4.0
004701	009452	4.0
013545	004714	4.0
005333	024777	4.0
028968	028968	4.0
009478	009478	4.0
011436	019375	4.0
037997	016452	4.0
028049	037912	4.0
001056	037329	4.0
028679	008198	4.0
011119	033425	4.0
023117	006192	4.0
014753	009176	4.0
022359	006536	4.0
021995	034705	4.0
037167	035093	4.0
010895	015436	4.0
000571	026554	4.0
029053	018261	4.0
029412	018761	4.0
033789	005368	4.0
007635	006136	4.0
009478	018074	4.0
014532	017518	4.0
014310	000685	4.0
017761	029331	3.97619047619
008641	019449	3.96666666667
000692	037292	3.95833333333
026144	036485	3.95
009208	008789	3.95
016480	029900	3.93376623377
029624	021957	3.93333333333
022044	039367	3.92857142857
006677	009748	3.92424242424
021033	021033	3.91666666667
030350	030350	3.91666666667
022195	005667	3.91666666667
025874	027606	3.875
015407	009685	3.875
017609	008641	3.86666666667
025921	038778	3.85
009823	009584	3.84965034965
000143	027935	3.8487956488
019197	037520	3.84285714286
029098	037358	3.84090909091
029098	000479	3.84090909091
014132	024466	3.83333333333
030957	018607	3.83333333333
025501	033832	3.83333333333
014132	023928	3.83333333333
028113	029359	3.83333333333
010619	016215	3.83333333333
020279	005258	3.83333333333
018310	033949	3.83333333333
012618	021394	3.83333333333
030914	031440	3.83333333333
020112	009697	3.83333333333
008936	011319	3.83333333333
029989	011031	3.83333333333
034018	032680	3.83333333333
021399	023030	3.83333333333
013727	001269	3.83333333333
013358	012470	3.83333333333
016897	020953	3.83333333333
019639	033703	3.83333333333
017108	039429	3.83333333333
015471	023683	3.83333333333
007298	009738	3.83333333333
014132	036677	3.83333333333
036806	015157	3.83333333333
010354	004516	3.83333333333
018483	026942	3.83333333333
007093	001413	3.83333333333
005034	028456	3.83333333333
034657	012535	3.83333333333
021907	021907	3.83333333333
037958	002404	3.83333333333
034657	029653	3.83333333333
025661	003179	3.83333333333
034523	025174	3.83333333333
005708	015569	3.83333333333
013452	009320	3.83333333333
024204	016347	3.83333333333
026185	028146	3.83333333333
013603	005917	3.83333333333
002136	017757	3.83333333333
016680	021873	3.83333333333
004287	029950	3.83333333333
023042	038564	3.82738095238
020718	019439	3.80555555556
000685	024914	3.8
015158	034001	3.78333333333
027752	007776	3.78333333333
033348	019449	3.75
019618	004234	3.75
037622	021176	3.75
012607	023719	3.75
019618	024458	3.75
004891	026149	3.75
004234	019618	3.75
022903	038679	3.75
023361	034396	3.75
003298	003158	3.75
014256	035258	3.75
029526	030307	3.75
020960	020960	3.75
032299	011579	3.75
022069	028044	3.75
038074	008160	3.75
035235	013721	3.75
004482	031348	3.73333333333
033428	017115	3.72222222222
009685	009685	3.72222222222
013019	013401	3.71428571429
007745	016215	3.70238095238
037178	032810	3.7
002966	033348	3.7
035513	035603	3.7
032727	033154	3.7
036546	005095	3.69722222222
036546	029105	3.69722222222
036546	005970	3.69722222222
036546	015954	3.69722222222
036546	017969	3.69722222222
036546	018379	3.69722222222
036546	018480	3.69722222222
036546	036546	3.69722222222
036489	024020	3.69404761905
000143	026293	3.68212898213
037108	027515	3.675
016480	003422	3.67424242424
012585	003650	3.66666666667
028379	014099	3.66666666667
008442	002150	3.66666666667
026635	013564	3.66666666667
021189	033661	3.66666666667
000266	036735	3.66666666667
035489	025478	3.66666666667
020219	023337	3.66666666667
029079	012223	3.66666666667
027396	003666	3.66666666667
002452	031491	3.66666666667
035489	037394	3.66666666667
035425	024923	3.66666666667
002364	002364	3.66666666667
037805	038875	3.66666666667
031786	012557	3.66666666667
003790	004283	3.66666666667
027396	039666	3.66666666667
035112	038485	3.66666666667
011865	029053	3.66666666667
030166	032859	3.66666666667
020718	027692	3.66666666667
031896	027467	3.66666666667
033274	021570	3.66666666667
022243	014625	3.65384615385
003442	028608	3.65
004152	015558	3.65
002855	002855	3.64285714286
029856	023160	3.64285714286
021975	029232	3.625
000143	003698	3.62101787102
031361	016719	3.61904761905
037107	006768	3.61363636364
004901	007853	3.61111111111
035110	003484	3.60454545455
037524	028584	3.6
002349	015901	3.6
036733	038566	3.59090909091
009478	006768	3.59090909091
025256	025256	3.59090909091
009478	022444	3.59090909091
026820	023474	3.58333333333
006677	031009	3.58333333333
035683	019125	3.58333333333
017865	026260	3.58333333333
019471	000266	3.58333333333
007745	015858	3.58333333333
012497	010739	3.58333333333
012152	021584	3.58174603175
014310	010478	3.57692307692
030099	000243	3.57692307692
036951	033421	3.57142857143
021055	016514	3.56904761905
021975	032859	3.55844155844
034814	016006	3.55833333333
017323	013053	3.53333333333
012579	039656	3.53333333333
027076	021957	3.53333333333
026149	004891	3.53333333333
026191	026191	3.53333333333
038337	028608	3.53333333333
021194	013535	3.51785714286
037923	018161	3.51666666667
030589	009739	3.51666666667
022444	025024	3.51626984127
010870	031050	3.50952380952
011539	032174	3.5
012251	001642	3.5
007330	027907	3.5
015695	000515	3.5
038319	039530	3.5
015695	029950	3.5
023757	036492	3.5
005884	012646	3.5
006788	031251	3.5
024122	029152	3.5
008476	024512	3.5
012873	019109	3.5
027710	035477	3.5
015720	015720	3.5
022252	004961	3.5
021262	010996	3.5
008287	015981	3.5
026616	036441	3.5
027073	034629	3.5
004891	023736	3.5
016494	019375	3.5
008533	006253	3.5
038319	023627	3.5
000992	006835	3.5
011048	032830	3.5
004818	034127	3.5
008619	019058	3.5
037535	021503	3.5
014234	031443	3.5
014291	025614	3.5
031100	007385	3.5
025024	006768	3.5
020212	032653	3.5
013025	009101	3.5
031669	023651	3.5
000364	011865	3.5
014295	031032	3.5
023117	020813	3.5
011088	000023	3.5
038735	008079	3.5
020665	019989	3.5
022189	020442	3.5
030931	010602	3.5
013245	012499	3.5
039066	015720	3.5
006595	008936	3.5
033182	009776	3.5
003985	000702	3.5
024878	002578	3.5
035859	009584	3.5
012491	022825	3.5
012506	036347	3.5
033539	029053	3.5
029670	005841	3.5
005155	001897	3.5
002292	035077	3.5
032857	003907	3.5
015081	038369	3.5
003086	002260	3.5
017696	007385	3.5
006125	006172	3.5
000149	019831	3.5
014388	014079	3.5
038472	011991	3.5
017035	035054	3.5
009051	032508	3.5
027304	038534	3.5
027280	032734	3.5
009018	029133	3.5
029053	027076	3.5
035094	014870	3.5
035653	028279	3.5
002666	006799	3.5
022856	022856	3.5
004452	003101	3.5
012189	031057	3.5
004586	004586	3.5
002475	017470	3.5
012189	028130	3.5
034144	038711	3.5
011593	014569	3.5
012189	012189	3.5
037998	030484	3.5
002452	025811	3.5
002829	022402	3.5
030491	005868	3.5
006482	025208	3.5
018161	037923	3.5
023413	005583	3.5
036817	008026	3.5
012381	006829	3.5
024940	008627	3.5
033532	014068	3.5
027517	027517	3.5
010388	008025	3.5
014903	015649	3.5
033284	013721	3.5
025047	005653	3.5
038007	039706	3.5
033227	036330	3.5
023924	009773	3.5
028482	000141	3.5
024019	005708	3.5
026918	032925	3.5
038564	034746	3.5
000834	031116	3.5
009821	003932	3.5
022986	031185	3.5
032150	002912	3.5
029193	024804	3.5
003266	035866	3.5
006053	009698	3.5
028597	012579	3.5
029939	004399	3.5
014404	039348	3.5
005629	015252	3.5
001619	017180	3.5
009934	034670	3.5
006053	032712	3.5
023873	019373	3.5
002666	015701	3.5
001421	027762	3.5
006027	001229	3.5
019335	025309	3.5
003432	009607	3.5
038548	030275	3.5
014211	016665	3.5
022445	003824	3.5
014207	014207	3.5
013382	021997	3.5
018473	039687	3.5
017358	017358	3.5
022947	034140	3.5
005777	000986	3.5
006027	012381	3.5
027985	027985	3.49166666667
